objectid,title,creator,author,date,display_date,description,subject,relation,location,latitude,longitude,source,youtubeid,type,sort_order,format,filename
hipertexto_48,Hipertexto 48 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,eYrse-Cnv3k,MovingImage,66,video/mp4,hipertexto_48.mp4
hipertexto_49,Hipertexto 49 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,pfrRMPf60Go,MovingImage,67,video/mp4,hipertexto_49.mp4
hipertexto_50,Hipertexto 50 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,bOPEb1Q_pBw,MovingImage,68,video/mp4,hipertexto_50.mp4
41_losnolugares_1,Los NO lugares de la independencia en el marco del Bicentenario - Parte 1,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-05,mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,WsfNBFrooYM,MovingImage,69,video/mp4,41_losnolugares_1.mp4
41_losnolugares_2,Los NO lugares de la independencia en el marco del Bicentenario - Parte 2,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-05,mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,9cz0Xbv2MVw,MovingImage,70,video/mp4,41_losnolugares_2.mp4
43_parquesbogota,Parques de Bogotá,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2011-05,mayo de 2011,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2011",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,q60WNToDmmM,MovingImage,71,video/mp4,43_parquesbogota_1.mp4
45_clasicosdelaprovincia_1,Clásicos De La Provincia - Parte 1,Fundación Universitaria Los Libertadores,"Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz, Cesar Augusto Vázquez y Ana María Gómez en la Fundación Universitaria Libertadores",2010-05,mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,9cz0Xbv2MVw,MovingImage,72,video/mp4,45_clasicosdelaprovincia_1.mp4
45_clasicosdelaprovincia_2,Clásicos De La Provincia - Parte 2,Fundación Universitaria Los Libertadores,"Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz, Cesar Augusto Vázquez y Ana María Gómez en la Fundación Universitaria Libertadores",2010-05,mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,qufroUQ6I_8,MovingImage,73,video/mp4,45_clasicosdelaprovincia_2.mp4
elcircoenlaciudad_1,El circo en la ciudad - Parte 1,Fundación Universitaria Los Libertadores,"Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz, Cesar Augusto Vázquez y Ana María Gómez en la Fundación Universitaria Libertadores",2010-05,mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,WvDRmbsXdOI,MovingImage,74,video/mp4,elcircoenlaciudad_1.mp4
elcircoenlaciudad_2,El circo en la ciudad - Parte 2,Fundación Universitaria Los Libertadores,"Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz, Cesar Augusto Vázquez y Ana María Gómez en la Fundación Universitaria Libertadores",2010-05,mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,OopOs6K3jGo,MovingImage,75,video/mp4,elcircoenlaciudad_2.mp4
esculturayformasdelespacio_1,Escultura y Formas del Espacio - Parte 1,Fundación Universitaria Los Libertadores,"Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz, Cesar Augusto Vázquez y Ana María Gómez en la Fundación Universitaria Libertadores",2010-05,mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,jJ53JupnX-U,MovingImage,76,video/mp4,esculturayformasdelespacio_1.mp4
esculturayformasdelespacio_2,Escultura y Formas del Espacio - Parte 2,Fundación Universitaria Los Libertadores,"Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz, Cesar Augusto Vázquez y Ana María Gómez en la Fundación Universitaria Libertadores",2010-05,mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,myZphU4xQsk,MovingImage,77,video/mp4,esculturayformasdelespacio_2.mp4
anaparra_culturaestudiantil,Cultura estudiantil - Ana Parra,Fundación Universitaria Los Libertadores,Ana Parra estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-06,mayo de 2011,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,BPe13iCUssg,MovingImage,78,video/mp4,anaparra_culturaestudiantil.mp4
andresarguellogarcia_kiss colombia,Kiss Colombia - Andrés Argüello García,Fundación Universitaria Los Libertadores,Andrés Argüello García estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-07,mayo de 2012,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,HAKXD0NZkF0,MovingImage,79,video/mp4,andresarguellogarcia_kiss colombia.mp4
carlosmurillo_proximaparada,Próxima parada - Carlos Murillo,Fundación Universitaria Los Libertadores,Carlos Murillo estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-08,mayo de 2013,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,O4yBxoTFHUw,MovingImage,80,video/mp4,carlosmurillo_proximaparada.mp4
claudiabenavides_aprendiendoaserpadres,Aprendiendo a ser padres - Claudia Benavides,Fundación Universitaria Los Libertadores,Claudia Benavides estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-09,mayo de 2014,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,74Q7JaB6L5I,MovingImage,81,video/mp4,claudiabenavides_aprendiendoaserpadres.mp4
dianafranco_cementerio,Cementerio - Diana Franco,Fundación Universitaria Los Libertadores,Diana Franco estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-10,mayo de 2015,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,-vMYHjeXjgQ,MovingImage,82,video/mp4,dianafranco_cementerio.mp4
drogadiccionenlajuventud_alexandralaverde,Drogadicción en la juventud - Alexandra Laverde,Fundación Universitaria Los Libertadores,Alexandra Laverde estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-11,mayo de 2016,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,mIOIT_WTeXM,MovingImage,83,video/mp4,drogadiccionenlajuventud_alexandralaverde.mp4
estebangonzales-adondequieresirhoy,¿A dónde quieres ir hoy? - Esteban Gonzales,Fundación Universitaria Los Libertadores,Esteban Gonzales estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-12,mayo de 2017,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,ULOfntx4Lso,MovingImage,84,video/mp4,estebangonzales-adondequieresirhoy.mp4
farranda_nataliarodriguez,Farranda - Natalia Rodríguez,Fundación Universitaria Los Libertadores,Natalia Rodríguez estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-13,mayo de 2018,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,GHVP1GfczXs,MovingImage,85,video/mp4,farranda_nataliarodriguez.mp4
gabriellozano_pasionfutbolera,Pasión futbolera - Gabriel Lozano,Fundación Universitaria Los Libertadores,Gabriel Lozano estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-14,mayo de 2019,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,nP9GBsm1FWU,MovingImage,86,video/mp4,gabriellozano_pasionfutbolera.mp4
harrymanlinares_granestacion,Gran estación - Harry Manlinares,Fundación Universitaria Los Libertadores,Harry Manlinares estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-15,mayo de 2020,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,RtXGO4_cqKA,MovingImage,87,video/mp4,harrymanlinares_granestacion.mp4
hernanulloa_weed,Weed - Hernán Ulloa,Fundación Universitaria Los Libertadores,Hernán Ulloa estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-16,mayo de 2021,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,e3C2Sq6Ivlg,MovingImage,88,video/mp4,hernanulloa_weed.mp4
ingridmejia_parqueparatodos,Parque para todos - Ingrid Mejía,Fundación Universitaria Los Libertadores,Ingrid Mejía estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-17,mayo de 2022,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,yT6-WVAL9w4,MovingImage,89,video/mp4,ingridmejia_parqueparatodos.mp4
johanacorrea_cuenteros,Cuenteros - Johana Correa,Fundación Universitaria Los Libertadores,Johana Correa estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-18,mayo de 2023,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,c-jR6QGPqDs,MovingImage,90,video/mp4,johanacorrea_cuenteros.mp4
karencruz_moda,Moda - Karen Cruz,Fundación Universitaria Los Libertadores,Karen Cruz estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-19,mayo de 2024,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,15880TVLT3A,MovingImage,91,video/mp4,karencruz_moda.mp4
karentorres_adrenalinaalmaximo,Adrenalina al máximo - Karen Torres,Fundación Universitaria Los Libertadores,Karen Torres estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-20,mayo de 2025,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,wX_KQTRfr9I,MovingImage,92,video/mp4,karentorres_adrenalinaalmaximo.mp4
kevinrubiano,Semiología - Kevin Rubiano,Fundación Universitaria Los Libertadores,Kevin Rubiano estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-21,mayo de 2026,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,llaeRSkUBGg,MovingImage,93,video/mp4,kevinrubiano.mp4
leilatriana_enmimundodecristal,En mi mundo de cristal - Leila Triana,Fundación Universitaria Los Libertadores,Leila Triana estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-22,mayo de 2027,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,Yu_hi1rybUI,MovingImage,94,video/mp4,leilatriana_enmimundodecristal.mp4
lilianrico_culturumba,Culturumba - Lilian Rico,Fundación Universitaria Los Libertadores,Lilian Rico estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-23,mayo de 2028,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,g2p73mG4wE4,MovingImage,95,video/mp4,lilianrico_culturumba.mp4
lizethrivera_skateboarding,Skateboarding - Lizeth Rivera,Fundación Universitaria Los Libertadores,Lizeth Rivera estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-24,mayo de 2029,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,7Or47dmOEuw,MovingImage,96,video/mp4,lizethrivera_skateboarding.mp4
lorenzopinzon_simplementemusica,Simplemente música - Lorenzo Pinzón,Fundación Universitaria Los Libertadores,Lorenzo Pinzón estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-25,mayo de 2030,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,1R9iMlGkesY,MovingImage,97,video/mp4,lorenzopinzon_simplementemusica.mp4
luzsanchez_piquesenbogota,Piques en Bogotá - Luz Sánchez,Fundación Universitaria Los Libertadores,Luz Sánchez estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-26,mayo de 2031,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,7tONln3BPMs,MovingImage,98,video/mp4,luzsanchez_piquesenbogota.mp4
monicacuervo_barestotal,Bares total - Mónica Cuervo,Fundación Universitaria Los Libertadores,Mónica Cuervo estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-27,mayo de 2032,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,Xm0dOPbVKNI,MovingImage,99,video/mp4,monicacuervo_barestotal.mp4
monicalaiton_mariachis,Mariachis - Mónica Laiton,Fundación Universitaria Los Libertadores,Mónica Laiton estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-28,mayo de 2033,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,54cBf88JzGQ,MovingImage,100,video/mp4,monicalaiton_mariachis.mp4
nathalylopez_robocop,Robocop - Nathaly López,Fundación Universitaria Los Libertadores,Nathaly López estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-29,mayo de 2034,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,-Uj0P1VoZS8,MovingImage,101,video/mp4,nathalylopez_robocop.mp4
paolapineda_aficionalrock,Afición al rock - Paola Pineda,Fundación Universitaria Los Libertadores,Paola Pineda estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-30,mayo de 2035,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,,"Bogotá, Colombia","47,125,798","-74,085,045",Fundación Universitaria Los Libertadores,Dl9X92XU1gc,MovingImage,102,video/mp4,paolapineda_aficionalrock.mp4
