objectid,title,creator,author,date,display_date,description,subject,location,latitude,longitude,source,youtubeid,type,format,filename,filename
43_parquesbogota,Parques de Bogotá,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2011-05,mayo de 2011,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2011",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,q60WNToDmmM,MovingImage,video/mp4,43_parquesbogota_1.mp4,43_parquesbogota_1.mp4
45_clasicosdelaprovincia_1,Clásicos De La Provincia - Parte 1,Fundación Universitaria Los Libertadores,"Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz, Cesar Augusto Vázquez y Ana María Gómez en la Fundación Universitaria Libertadores",2010-05,mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,9cz0Xbv2MVw,MovingImage,video/mp4,45_clasicosdelaprovincia_1.mp4,45_clasicosdelaprovincia_1.mp4
45_clasicosdelaprovincia_2,Clásicos De La Provincia - Parte 2,Fundación Universitaria Los Libertadores,"Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz, Cesar Augusto Vázquez y Ana María Gómez en la Fundación Universitaria Libertadores",2010-05,mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,qufroUQ6I_8,MovingImage,video/mp4,45_clasicosdelaprovincia_2.mp4,45_clasicosdelaprovincia_2.mp4
elcircoenlaciudad_1,El circo en la ciudad - Parte 1,Fundación Universitaria Los Libertadores,"Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz, Cesar Augusto Vázquez y Ana María Gómez en la Fundación Universitaria Libertadores",2010-05,mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,WvDRmbsXdOI,MovingImage,video/mp4,elcircoenlaciudad_1.mp4,elcircoenlaciudad_1.mp4
elcircoenlaciudad_2,El circo en la ciudad - Parte 2,Fundación Universitaria Los Libertadores,"Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz, Cesar Augusto Vázquez y Ana María Gómez en la Fundación Universitaria Libertadores",2010-05,mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,OopOs6K3jGo,MovingImage,video/mp4,elcircoenlaciudad_2.mp4,elcircoenlaciudad_2.mp4
esculturayformasdelespacio_1,Escultura y Formas del Espacio - Parte 1,Fundación Universitaria Los Libertadores,"Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz, Cesar Augusto Vázquez y Ana María Gómez en la Fundación Universitaria Libertadores",2010-05,mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,jJ53JupnX-U,MovingImage,video/mp4,esculturayformasdelespacio_1.mp4,esculturayformasdelespacio_1.mp4
esculturayformasdelespacio_2,Escultura y Formas del Espacio - Parte 2,Fundación Universitaria Los Libertadores,"Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz, Cesar Augusto Vázquez y Ana María Gómez en la Fundación Universitaria Libertadores",2010-05,mayo de 2010,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,myZphU4xQsk,MovingImage,video/mp4,esculturayformasdelespacio_2.mp4,esculturayformasdelespacio_2.mp4
anaparra_culturaestudiantil,Cultura estudiantil - Ana Parra,Fundación Universitaria Los Libertadores,Ana Parra estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-06,mayo de 2011,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,BPe13iCUssg,MovingImage,video/mp4,anaparra_culturaestudiantil.mp4,anaparra_culturaestudiantil.mp4
andresarguellogarcia_kiss colombia,Kiss Colombia - Andrés Argüello García,Fundación Universitaria Los Libertadores,Andrés Argüello García estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-07,mayo de 2012,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,HAKXD0NZkF0,MovingImage,video/mp4,andresarguellogarcia_kiss colombia.mp4,andresarguellogarcia_kiss colombia.mp4
carlosmurillo_proximaparada,Próxima parada - Carlos Murillo,Fundación Universitaria Los Libertadores,Carlos Murillo estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-08,mayo de 2013,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,O4yBxoTFHUw,MovingImage,video/mp4,carlosmurillo_proximaparada.mp4,carlosmurillo_proximaparada.mp4
claudiabenavides_aprendiendoaserpadres,Aprendiendo a ser padres - Claudia Benavides,Fundación Universitaria Los Libertadores,Claudia Benavides estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-09,mayo de 2014,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,74Q7JaB6L5I,MovingImage,video/mp4,claudiabenavides_aprendiendoaserpadres.mp4,claudiabenavides_aprendiendoaserpadres.mp4
dianafranco_cementerio,Cementerio - Diana Franco,Fundación Universitaria Los Libertadores,Diana Franco estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-10,mayo de 2015,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,-vMYHjeXjgQ,MovingImage,video/mp4,dianafranco_cementerio.mp4,dianafranco_cementerio.mp4
drogadiccionenlajuventud_alexandralaverde,Drogadicción en la juventud - Alexandra Laverde,Fundación Universitaria Los Libertadores,Alexandra Laverde estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-11,mayo de 2016,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,mIOIT_WTeXM,MovingImage,video/mp4,drogadiccionenlajuventud_alexandralaverde.mp4,drogadiccionenlajuventud_alexandralaverde.mp4
estebangonzales-adondequieresirhoy,¿A dónde quieres ir hoy? - Esteban Gonzales,Fundación Universitaria Los Libertadores,Esteban Gonzales estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-12,mayo de 2017,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,ULOfntx4Lso,MovingImage,video/mp4,estebangonzales-adondequieresirhoy.mp4,estebangonzales-adondequieresirhoy.mp4
farranda_nataliarodriguez,Farranda - Natalia Rodríguez,Fundación Universitaria Los Libertadores,Natalia Rodríguez estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-13,mayo de 2018,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,GHVP1GfczXs,MovingImage,video/mp4,farranda_nataliarodriguez.mp4,farranda_nataliarodriguez.mp4
gabriellozano_pasionfutbolera,Pasión futbolera - Gabriel Lozano,Fundación Universitaria Los Libertadores,Gabriel Lozano estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-14,mayo de 2019,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,nP9GBsm1FWU,MovingImage,video/mp4,gabriellozano_pasionfutbolera.mp4,gabriellozano_pasionfutbolera.mp4
harrymanlinares_granestacion,Gran estación - Harry Manlinares,Fundación Universitaria Los Libertadores,Harry Manlinares estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-15,mayo de 2020,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,RtXGO4_cqKA,MovingImage,video/mp4,harrymanlinares_granestacion.mp4,harrymanlinares_granestacion.mp4
hernanulloa_weed,Weed - Hernán Ulloa,Fundación Universitaria Los Libertadores,Hernán Ulloa estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-16,mayo de 2021,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,e3C2Sq6Ivlg,MovingImage,video/mp4,hernanulloa_weed.mp4,hernanulloa_weed.mp4
ingridmejia_parqueparatodos,Parque para todos - Ingrid Mejía,Fundación Universitaria Los Libertadores,Ingrid Mejía estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-17,mayo de 2022,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,yT6-WVAL9w4,MovingImage,video/mp4,ingridmejia_parqueparatodos.mp4,ingridmejia_parqueparatodos.mp4
johanacorrea_cuenteros,Cuenteros - Johana Correa,Fundación Universitaria Los Libertadores,Johana Correa estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-18,mayo de 2023,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,c-jR6QGPqDs,MovingImage,video/mp4,johanacorrea_cuenteros.mp4,johanacorrea_cuenteros.mp4
karencruz_moda,Moda - Karen Cruz,Fundación Universitaria Los Libertadores,Karen Cruz estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-19,mayo de 2024,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,15880TVLT3A,MovingImage,video/mp4,karencruz_moda.mp4,karencruz_moda.mp4
karentorres_adrenalinaalmaximo,Adrenalina al máximo - Karen Torres,Fundación Universitaria Los Libertadores,Karen Torres estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-20,mayo de 2025,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,wX_KQTRfr9I,MovingImage,video/mp4,karentorres_adrenalinaalmaximo.mp4,karentorres_adrenalinaalmaximo.mp4
kevinrubiano,Semiología - Kevin Rubiano,Fundación Universitaria Los Libertadores,Kevin Rubiano estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-21,mayo de 2026,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,llaeRSkUBGg,MovingImage,video/mp4,kevinrubiano.mp4,kevinrubiano.mp4
leilatriana_enmimundodecristal,En mi mundo de cristal - Leila Triana,Fundación Universitaria Los Libertadores,Leila Triana estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-22,mayo de 2027,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,Yu_hi1rybUI,MovingImage,video/mp4,leilatriana_enmimundodecristal.mp4,leilatriana_enmimundodecristal.mp4
lilianrico_culturumba,Culturumba - Lilian Rico,Fundación Universitaria Los Libertadores,Lilian Rico estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-23,mayo de 2028,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,g2p73mG4wE4,MovingImage,video/mp4,lilianrico_culturumba.mp4,lilianrico_culturumba.mp4
lizethrivera_skateboarding,Skateboarding - Lizeth Rivera,Fundación Universitaria Los Libertadores,Lizeth Rivera estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-24,mayo de 2029,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,7Or47dmOEuw,MovingImage,video/mp4,lizethrivera_skateboarding.mp4,lizethrivera_skateboarding.mp4
lorenzopinzon_simplementemusica,Simplemente música - Lorenzo Pinzón,Fundación Universitaria Los Libertadores,Lorenzo Pinzón estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-25,mayo de 2030,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,1R9iMlGkesY,MovingImage,video/mp4,lorenzopinzon_simplementemusica.mp4,lorenzopinzon_simplementemusica.mp4
luzsanchez_piquesenbogota,Piques en Bogotá - Luz Sánchez,Fundación Universitaria Los Libertadores,Luz Sánchez estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-26,mayo de 2031,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,7tONln3BPMs,MovingImage,video/mp4,luzsanchez_piquesenbogota.mp4,luzsanchez_piquesenbogota.mp4
monicacuervo_barestotal,Bares total - Mónica Cuervo,Fundación Universitaria Los Libertadores,Mónica Cuervo estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-27,mayo de 2032,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,Xm0dOPbVKNI,MovingImage,video/mp4,monicacuervo_barestotal.mp4,monicacuervo_barestotal.mp4
monicalaiton_mariachis,Mariachis - Mónica Laiton,Fundación Universitaria Los Libertadores,Mónica Laiton estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-28,mayo de 2033,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,54cBf88JzGQ,MovingImage,video/mp4,monicalaiton_mariachis.mp4,monicalaiton_mariachis.mp4
nathalylopez_robocop,Robocop - Nathaly López,Fundación Universitaria Los Libertadores,Nathaly López estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-29,mayo de 2034,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,-Uj0P1VoZS8,MovingImage,video/mp4,nathalylopez_robocop.mp4,nathalylopez_robocop.mp4
paolapineda_aficionalrock,Afición al rock - Paola Pineda,Fundación Universitaria Los Libertadores,Paola Pineda estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-30,mayo de 2035,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,Dl9X92XU1gc,MovingImage,video/mp4,paolapineda_aficionalrock.mp4,paolapineda_aficionalrock.mp4
paulavela_culturarasta,Cultura rasta - Paula Vela,Fundación Universitaria Los Libertadores,Paula Vela estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-31,mayo de 2036,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,TtWI8EYnM8E,MovingImage,video/mp4,paulavela_culturarasta.mp4,paulavela_culturarasta.mp4
renepatino_verano,Verano - René Patiño,Fundación Universitaria Los Libertadores,René Patiño estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-32,mayo de 2037,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,df5q0vkMcSg,MovingImage,video/mp4,renepatino_verano.mp4,renepatino_verano.mp4
roberthanssen_parquelaflorida,Parque La Florida - Robert Hanssen,Fundación Universitaria Los Libertadores,Robert Hanssen estudiante de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2010-33,mayo de 2038,"Muestra fotográfica en blanco y negro por estudiantes de 3 semestre, catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria los Libertadores. Mayo 2010.",Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,"Bogotá, Colombia","47,125,798","-740,850,452",Fundación Universitaria Los Libertadores,dqWrwqiAmcA,MovingImage,video/mp4,roberthanssen_parquelaflorida.mp4,roberthanssen_parquelaflorida.mp4
